p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,counted
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.0669406106524379,0.026744959023733902,0.12486635005340951,0.09033574004401188,0.1567591151369402,0.15288395553662903,0.1898454224454902,0.19720113150904076,True
0.07158832155508241,0.038238558329541275,0.1255983765857506,0.1068305413683987,0.15885097884273525,0.1693584746625239,0.18783971320395226,0.21388049127276593,True
0.07158832155508241,0.038238558329541275,0.1255983765857506,0.1068305413683987,0.15885097884273525,0.1693584746625239,0.18783971320395226,0.21388049127276593,True
0.07158832155508241,0.038238558329541275,0.1255983765857506,0.1068305413683987,0.15885097884273525,0.1693584746625239,0.18783971320395226,0.21388049127276593,True
0.07158832155508241,0.038238558329541275,0.1255983765857506,0.1068305413683987,0.15885097884273525,0.1693584746625239,0.18783971320395226,0.21388049127276593,True
0.07201160521650718,0.037290309996445045,0.12924676295126344,0.10665359038560479,0.164523261847093,0.17418212847352244,0.19588292622640863,0.22071475236126042,True
0.07201160521650718,0.037290309996445045,0.12924676295126344,0.10665359038560479,0.164523261847093,0.17418212847352244,0.19588292622640863,0.22071475236126042,True
0.06984319383103826,0.04056205211318764,0.1283043508049222,0.10961585146131465,0.16409340730728045,0.17718320884448222,0.19561363113013375,0.22503502463107175,True
0.06984319383103826,0.04056205211318764,0.1283043508049222,0.10961585146131465,0.16409340730728045,0.17718320884448222,0.19561363113013375,0.22503502463107175,True
0.07106909856397722,0.04315312326054666,0.12906427444557436,0.11335254230804162,0.1659378360924568,0.1819460500105981,0.19901521707020578,0.22764194951956837,True
0.07106909856397722,0.04315312326054666,0.12906427444557436,0.11335254230804162,0.1659378360924568,0.1819460500105981,0.19901521707020578,0.22764194951956837,True
0.07106909856397722,0.04315312326054666,0.12906427444557436,0.11335254230804162,0.1659378360924568,0.1819460500105981,0.19901521707020578,0.22764194951956837,True
0.06776635357672549,0.04197083229250429,0.1245382152422424,0.11187063573685406,0.16295101450830296,0.17750152911206074,0.19711572116677661,0.22392143026051872,True
0.06776635357672549,0.04197083229250429,0.1245382152422424,0.11187063573685406,0.16295101450830296,0.17750152911206074,0.19711572116677661,0.22392143026051872,True
0.07033950969723966,0.04040190201562485,0.12706806834625642,0.11013955146574712,0.16479108407820556,0.17606767154531167,0.19853616540040464,0.22075314190564374,True
0.07033950969723966,0.04040190201562485,0.12706806834625642,0.11013955146574712,0.16479108407820556,0.17606767154531167,0.19853616540040464,0.22075314190564374,True
0.07033950969723966,0.04040190201562485,0.12706806834625642,0.11013955146574712,0.16479108407820556,0.17606767154531167,0.19853616540040464,0.22075314190564374,True
0.07054673851462974,0.03913751515681961,0.12833074609423514,0.10852188014223096,0.16577140956554381,0.1744584423085606,0.19996829411781653,0.21589201781384576,True
0.07054673851462974,0.03913751515681961,0.12833074609423514,0.10852188014223096,0.16577140956554381,0.1744584423085606,0.19996829411781653,0.21589201781384576,True
0.07054673851462974,0.03913751515681961,0.12833074609423514,0.10852188014223096,0.16577140956554381,0.1744584423085606,0.19996829411781653,0.21589201781384576,True
0.07027298655441165,0.039961782744775236,0.12638419988896238,0.10663619790100178,0.1657375615184564,0.16807685496351393,0.19976800231540914,0.21047806126978524,True
0.07027298655441165,0.039961782744775236,0.12638419988896238,0.10663619790100178,0.1657375615184564,0.16807685496351393,0.19976800231540914,0.21047806126978524,True
0.07092630016478499,0.0413385103050577,0.12807113475400903,0.10877610393189505,0.16630185493155236,0.17094422888628685,0.20038154424404309,0.21178057766331865,True
0.07092630016478499,0.0413385103050577,0.12807113475400903,0.10877610393189505,0.16630185493155236,0.17094422888628685,0.20038154424404309,0.21178057766331865,True
0.07092630016478499,0.0413385103050577,0.12807113475400903,0.10877610393189505,0.16630185493155236,0.17094422888628685,0.20038154424404309,0.21178057766331865,True
0.06943595865684317,0.04245858373392969,0.12761602805651232,0.1126865576386019,0.16811671545949658,0.1764603988623205,0.20297340198593664,0.2169778002452727,True
0.06943595865684317,0.04245858373392969,0.12761602805651232,0.1126865576386019,0.16811671545949658,0.1764603988623205,0.20297340198593664,0.2169778002452727,True
0.06943595865684317,0.04245858373392969,0.12761602805651232,0.1126865576386019,0.16811671545949658,0.1764603988623205,0.20297340198593664,0.2169778002452727,True
0.06722714589341287,0.04176396351388216,0.12708412099018002,0.11169968093339075,0.16796443268363112,0.17286425533949917,0.2001601127349543,0.21299088462009397,True
0.06722714589341287,0.04176396351388216,0.12708412099018002,0.11169968093339075,0.16796443268363112,0.17286425533949917,0.2001601127349543,0.21299088462009397,True
0.07082497213134636,0.042148467188306456,0.1290522962851081,0.11384023216897715,0.16880798766059987,0.17435428332189887,0.20442940224303977,0.21000217850422054,True
0.07082497213134636,0.042148467188306456,0.1290522962851081,0.11384023216897715,0.16880798766059987,0.17435428332189887,0.20442940224303977,0.21000217850422054,True
0.07082497213134636,0.042148467188306456,0.1290522962851081,0.11384023216897715,0.16880798766059987,0.17435428332189887,0.20442940224303977,0.21000217850422054,True
0.0722909508060744,0.04433716752854839,0.1305762185061848,0.11300371096528677,0.1690848748660182,0.17077978960587065,0.2043407043056013,0.2098550071154766,True
0.0722909508060744,0.04433716752854839,0.1305762185061848,0.11300371096528677,0.1690848748660182,0.17077978960587065,0.2043407043056013,0.2098550071154766,True
0.0722909508060744,0.04433716752854839,0.1305762185061848,0.11300371096528677,0.1690848748660182,0.17077978960587065,0.2043407043056013,0.2098550071154766,True
